id,name,storage_location,temperature,duration,notes,good_pairs,bad_pairs,cooking_methods,verified,pairing_verified
647,조랭이떡,냉동,-18℃ 이하,2~3개월,밀봉 냉동,떡국 육수 / 만두 / 계란,-,떡국 / 탕,✓,✓
648,죽순,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,삶은 것 냉장 3~5일 / 냉동 3개월,반드시 삶은 후 보관. 통조림은 개봉 후 냉장 1주,쌀뜨물 / 소고기 / 고추장,-,볶음 / 무침,✓,✓
649,중국당면,실온,밀폐 건냉소,건면 1~2년,밀폐 필수,마라탕 / 훠궈 / 잡채,-,삶기 / 마라탕,✓,✓
650,중력분,실온,밀폐 건냉소,개봉 전 1년 / 개봉 후 6개월,밀폐 필수. 국수·면용,수제비 / 칼국수 / 전 / 만두피,-,면 / 반죽 / 전,✓,✓
651,쥬키니호박,냉장,7~10℃,1주,서양식 애호박. 랩으로 싸서 냉장,올리브유 / 치즈 / 토마토,-,구이 / 볶음 / 수프,✓,✓
652,즈마장,냉장,0~10℃,개봉 전 유통기한 / 개봉 후 냉장 3~6개월,중국식 참깨장. 개봉 후 냉장,훠궈 소스 / 냉면 / 샤브샤브,-,소스 / 찍먹,✓,✓
653,진,실온,건냉소,미개봉 무기한 / 개봉 후 1~2년,증류주. 직사광선 피하기,토닉워터 / 라임 / 칵테일,-,음용 / 칵테일,✓,✓
654,진저에일,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 1~3일,개봉 후 냉장,칵테일 / 청량음료,-,음용,✓,✓
655,차이브,냉장,0~4℃,1주,젖은 키친타월 감싸 냉장,스크램블에그 / 감자 수프 / 사워크림,-,가니시 / 수프,✓,✓
656,참다랑어,냉장/냉동,냉장 0~4℃ / 냉동 -50℃ 이하 권장,냉장 1일 / 냉동 2~3개월,회용은 구입 당일 섭취. 히스타민 위험 등푸른 생선. 해동 후 재냉동 금지,간장 / 와사비 / 참기름,-,회 / 스테이크 / 덮밥,✓,✓
657,천엽,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 2~3개월,소 위(양). 손질 즉시 섭취·냉동. 재냉동 금지,참기름 / 초장 / 소금,-,회 / 구이,✓,✓
658,청사과,냉장(김치냉장고 권장),0℃,1~3개월,일반 사과 기준 동일. 에틸렌 주의,요거트 / 샐러드 / 치즈,-,생식 / 베이킹,✓,✓
659,체리,냉장,0~4℃,1주,꼭지 유지. 씻지 않고 밀폐 보관,초콜릿 / 바닐라 아이스크림 / 와인,-,생식 / 잼 / 디저트,✓,✓
660,초리조,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,스페인 발효 소시지. 밀봉 보관,빠에야 / 스크램블에그 / 파스타,-,볶음 / 구이 / 샤퀴테리,✓,✓
661,춘권피,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 1주 / 냉동 2~3개월,생 반죽. 밀봉 보관,다진 돼지고기 / 당근 / 숙주,-,튀김 / 말기,✓,✓
662,춘장,냉장,0~10℃,개봉 전 유통기한 / 개봉 후 냉장 6개월,중국식 된장. 개봉 후 냉장,짜장면 / 양파 / 돼지고기,-,볶음 / 짜장,✓,✓
663,츄러스,실온,건냉소,당일 / 냉동 1개월,튀김과자. 빠른 섭취 권장,초콜릿 / 카라멜시럽 / 시나몬슈가,-,튀김,✓,✓
664,치아바타,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 2~3일 / 냉동 1~2개월,소분 냉동 권장,올리브유 / 토마토 / 치즈,-,샌드위치 / 브루스케타,✓,✓
665,카망베르 치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,소프트 치즈. 특유의 흰 껍질은 식용. 밀봉 보관,크래커 / 잼 / 와인 / 사과,-,치즈 플레이트 / 구이,✓,✓
666,카모마일,실온,밀폐 건냉소,건조 1~2년,차용. 밀폐 필수,꿀 / 레몬,-,차,✓,✓
667,카무트,실온,밀폐 건냉소,밀폐 실온 1년,고대 밀 품종. 밀폐 보관,샐러드 / 스프 / 밥,-,샐러드 / 밥,✓,✓
668,카카오닙스,실온,밀폐 건냉소,1~2년,밀폐 보관. 습기 주의,요거트 / 스무디 / 디저트 토핑,-,토핑 / 베이킹,✓,✓
669,카펠리니,실온,밀폐 건냉소,건면 실온 1~2년,얇은 건면,올리브유 / 토마토 / 해산물,-,삶기 / 파스타,✓,✓
670,칸탈로프,실온→냉장,실온 / 후숙 후 냉장 2~5℃,실온 숙성 / 후숙 후 냉장 1주,멜론과 유사. 후숙 후 냉장,프로슈토 / 민트 / 요거트,-,생식 / 샐러드,✓,✓
671,캐비어,냉장,0~4℃,개봉 전 2~4주 / 개봉 후 2~3일,냉장 필수. 냉동 금지(식감 파괴). 은/플라스틱 스푼 사용(금속 맛 영향),블리니 / 사워크림 / 샴페인,-,에피타이저 / 가니시,✓,✓
672,캐슈넛,실온/냉장/냉동,실온 밀폐 / 냉장 / 냉동,실온 1~3개월 / 냉장 6개월 / 냉동 1~2년,밀폐 필수. 산패 방지,중화요리 / 볶음 / 커리,-,볶음 / 커리,✓,✓
673,캡사이신,실온,건냉소,유통기한 참조,매운맛 농축 추출물. 밀폐 보관,매운 소스 / 매운 라면 / 매운 양념,-,매운맛 양념,✓,✓
674,컬리플라워,냉장,0~4℃,1~2주,밀봉 냉장,치즈 / 카레 / 수프,-,찜 / 구이 / 수프,✓,✓
675,케일,냉장,0~4℃,1주,키친타월 감싸 밀폐 냉장,사과 / 바나나 / 레몬,-,스무디 / 샐러드 / 칩,✓,✓
676,코코넛오일,실온,건냉소,개봉 전 2년 / 개봉 후 1~2년,상온에서 고체. 산패 느림. 저장성 좋음,동남아 커리 / 베이킹 / 스무디,-,볶음 / 베이킹,✓,✓
677,코코넛워터,실온/냉장,실온 / 개봉 후 냉장,개봉 후 냉장 2~3일,개봉 후 빠른 섭취,스무디 / 칵테일 / 음용,-,음용 / 스무디,✓,✓
678,코코아파우더,실온,밀폐 건냉소,2~3년,밀폐 필수. 습기 주의,우유 / 베이킹 / 브라우니,-,베이킹 / 음료,✓,✓
679,코파,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,이탈리아 돼지 목심 염장품. 밀봉 보관,빵 / 치즈 / 와인,-,샤퀴테리 / 샌드위치,✓,✓
680,콘밀,실온/냉장,밀폐 건냉소 / 냉장 0~10℃,실온 6개월 / 냉장 1년,옥수수가루. 밀폐 필수,콘브레드 / 폴렌타 / 또띠아,-,베이킹 / 폴렌타,✓,✓
681,콜라비,냉장,0~4℃,2~3주,신문지로 감싸 보관. 잎 먼저 제거,샐러드 / 깍두기 / 동치미,-,생식 / 샐러드 / 깍두기,✓,✓
682,콩가루,실온/냉장,밀폐 건냉소 / 냉장 0~10℃,실온 3개월 / 냉장 6개월,지방 있어 산패 빠름. 냉장 권장,인절미 / 떡 / 설탕,-,고물 / 베이킹,✓,✓
683,퀴노아,실온,밀폐 건냉소,밀폐 실온 2~3년,슈퍼곡물. 밀폐 보관,샐러드 / 수프 / 닭가슴살,-,삶기 / 샐러드 / 밥,✓,✓
684,큐민,실온,밀폐 건냉소,1~2년,씨앗. 밀폐 필수,커리 / 멕시칸 요리 / 중동 요리,-,향신료,✓,✓
685,크래커,실온,밀폐 건냉소,개봉 전 유통기한 / 개봉 후 1~2개월,밀폐 필수. 습기 시 눅눅,치즈 / 잼 / 땅콩버터,-,간식 / 치즈 플레이트,✓,✓
686,크랜베리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~4주 / 냉동 12개월,다른 베리보다 저장성 좋음,요거트 / 칠면조 / 오트밀,-,소스 / 베이킹 / 말림,✓,✓
687,크러쉬드레드페퍼,실온,밀폐 건냉소,1~2년,건조 고추조각. 밀폐 필수,피자 / 파스타 / 볶음,-,토핑 / 양념,✓,✓
688,크루아상,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 2~3일 / 냉동 1~2개월,버터 많아 산패 주의,버터 / 잼 / 햄치즈,-,베이킹 / 샌드위치,✓,✓
689,크루통,실온,밀폐 건냉소,밀폐 실온 1~2개월,건조 빵조각. 습기 주의,시저샐러드 / 수프 토핑,-,토핑,✓,✓
691,크림파스타소스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 5~7일,유제품 베이스. 개봉 후 빠른 섭취,페투치니 / 베이컨 / 파마산,-,파스타,✓,✓
692,킹크랩,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 최대 10개월,대부분 급속 냉동 제품. 해동 후 재냉동 금지. 찜으로 조리,버터 / 레몬 / 마요네즈,-,찜 / 구이,✓,✓
693,타르트쉘,실온,밀폐 건냉소,개봉 전 유통기한(3~6개월),건조 쉘. 밀폐 보관,커스터드크림 / 과일 / 초콜릿,-,디저트,✓,✓
694,타마린드소스,실온/냉장,실온 / 개봉 후 냉장,개봉 후 냉장 6개월,개봉 후 냉장,팟타이 / 태국 커리 / 새우,-,소스 / 양념,✓,✓
695,타바스코,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 5년 / 개봉 후 냉장 3년,핫소스는 산도·식초 많아 저장성 좋음,피자 / 블러디메리 / 오믈렛,-,소스,✓,✓
696,타피오카전분,실온,밀폐 건냉소,밀폐 실온 1~2년,밀폐 보관,타피오카펄 원료 / 모찌 / 글루텐프리,-,증점 / 베이킹,✓,✓
697,타피오카펄,실온,밀폐 건냉소,6개월~1년,밀폐 필수,버블티 / 디저트,-,버블티 / 디저트,✓,✓
698,터봇,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,서양 흰살 고급 생선. 수입 냉동 제품이 대부분,버터 / 레몬 / 화이트와인,-,구이 / 스팀,✓,✓
699,테프,실온,밀폐 건냉소,밀폐 실온 1년,에티오피아 곡물. 밀폐 보관,인제라 빵 / 죽 / 글루텐프리 베이킹,-,베이킹 / 죽,✓,✓
700,토닉워터,실온/냉장,실온 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 1~3일,개봉 후 냉장,진 / 레몬 / 라임,-,칵테일,✓,✓
701,토르텔리니,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 2~3개월,속 채운 파스타. 생면,크림소스 / 토마토소스 / 수프,-,삶기 / 수프,✓,✓
702,토마토페이스트,실온/냉장/냉동,통조림 실온 / 개봉 후 냉장·냉동,개봉 전 2년 / 개봉 후 냉장 5~7일 / 냉동 3개월,개봉 후 소분 냉동 추천,파스타 소스 / 스튜 / 칠리,-,소스 베이스 / 스튜,✓,✓
703,토마토퓨레,냉장/냉동,개봉 후 냉장·냉동,개봉 전 유통기한 / 개봉 후 냉장 5~7일 / 냉동 3개월,개봉 후 소분 냉동 추천,파스타소스 / 스튜 / 수프,-,소스 / 수프,✓,✓
704,토마호크,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,뼈 있는 두꺼운 립아이. 진공포장 시 냉장 2주,소금 / 마늘 / 로즈마리,-,스테이크 / 오븐,✓,✓
705,토시살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,구이용 희소 부위. 진공포장 시 냉장 2주,소금 / 마늘 / 쌈,-,구이 / 쌈,✓,✓
706,통밀가루,실온/냉장,실온 / 냉장 0~10℃,실온 3개월 / 냉장 6개월,산패 빠름. 냉장 권장,빵 / 머핀 / 쿠키,-,베이킹,✓,✓
707,통밀빵,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,소분 냉동 권장,아보카도 / 땅콩버터 / 치즈,-,토스트 / 샌드위치,✓,✓
708,통칠면조,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 12개월,USDA: 통칠면조 냉동 12개월,크랜베리소스 / 스터핑 / 그레이비,-,오븐 로스트,✓,✓
709,트러플버터,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 후 1~2주 / 냉동 3~6개월,향 유지 위해 밀폐 필수,파스타 / 리조또 / 스테이크,-,파스타 / 피니싱,✓,✓
710,트러플오일,실온,서늘한 곳,개봉 전 1년 / 개봉 후 6개월,향 보존 위해 밀봉. 직사광선 피하기,파스타 / 리조또 / 피자,-,피니싱 / 드레싱,✓,✓
711,트럼펫버섯,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 5~7일 / 냉동 3~6개월,키친타월 감싸 냉장,버터 / 크림 파스타 / 스테이크,-,볶음 / 파스타,✓,✓
712,트리플섹,실온,건냉소,개봉 후 1~2년,오렌지 리큐어. 알코올 도수 높음,칵테일 / 베이킹,-,칵테일 / 디저트,✓,✓
713,티본,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,T자형 뼈 스테이크. 진공포장 시 냉장 2주,소금 / 마늘 / 로즈마리 / 버터,-,스테이크 / 그릴,✓,✓
714,파로,실온,밀폐 건냉소,밀폐 실온 1년,이탈리아 고대 곡물. 밀폐 보관,샐러드 / 수프 / 리조또 스타일,-,삶기 / 샐러드,✓,✓
715,파르미지아노 레지아노,냉장,0~4℃,덩어리 개봉 후 2~4개월,이탈리아 하드치즈. 진공포장 권장,파스타 / 리조또 / 샐러드,-,갈아쓰기 / 토핑,✓,✓
716,파르팔레,실온,밀폐 건냉소,건면 실온 1~2년,나비 모양 건면,크림소스 / 베이컨 / 샐러드,-,삶기 / 샐러드,✓,✓
717,파마산치즈가루,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2개월,밀봉 보관. 습기 주의,파스타 / 피자 / 샐러드 토핑,-,토핑,✓,✓
718,파이 시트,냉동,-18℃ 이하,6~12개월,냉동 퍼프 페이스트리,과일 / 고기 / 치즈,-,베이킹,✓,✓
719,파케리,실온,밀폐 건냉소,건면 실온 1~2년,대형 튜브 파스타,라구 소스 / 해산물 소스,-,삶기 / 파스타,✓,✓
720,파파르델레,실온/냉장,밀폐 건냉소 / 냉장,건면 실온 1~2년 / 생면 냉장 3~5일,넓적한 파스타,볼로네제 / 버섯 크림 / 소고기 라구,-,삶기 / 파스타,✓,✓
721,판체타,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,이탈리아 삼겹살 염장품. 밀봉 보관,카르보나라 / 아마트리치아나 / 샐러드,-,파스타 / 볶음,✓,✓
722,팔각,실온,밀폐 건냉소,2~3년,밀폐 필수,동파육 / 오향장육 / 장조림,-,향신료 / 조림,✓,✓
723,패션후르츠,실온→냉장,실온 / 냉장 7~10℃,실온 1주 / 냉장 1~2주,열대과일. 껍질 주름이 잡히면 먹기 좋은 상태,요거트 / 칵테일 / 디저트,-,생식 / 주스 / 디저트,✓,✓
724,페코리노 로마노,냉장,0~4℃,덩어리 개봉 후 2~4개월,양젖 하드치즈. 진공포장 권장,카르보나라 / 파스타 / 샐러드,-,갈아쓰기,✓,✓
725,페코리노 토스카노,냉장,0~4℃,덩어리 개봉 후 1~2개월,양젖 치즈. 밀봉 보관,크래커 / 빵 / 꿀 / 잼,-,치즈 플레이트,✓,✓
726,페타치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1주(염수 안) 4~6주,그리스 치즈. 염수에 담가 보관 시 오래감,수박 / 올리브 / 그릭샐러드,-,샐러드 / 크럼블,✓,✓
727,페투치니,실온,밀폐 건냉소,건면 실온 1~2년,납작한 건면,알프레도 / 볼로네제 / 버섯,-,삶기 / 파스타,✓,✓
728,페퍼민트,냉장,0~4℃,1주,물 컵에 담가 냉장,초콜릿 / 차 / 칵테일,-,차 / 가니시,✓,✓
729,펙틴,실온,밀폐 건냉소,개봉 후 1년,밀폐 보관. 습기 주의,과일잼 / 마멀레이드 / 젤리,-,잼 / 젤리,✓,✓
730,펜네,실온,밀폐 건냉소,건면 실온 1~2년,건면. 밀폐 보관,토마토소스 / 로제소스 / 아라비아타,-,삶기 / 파스타,✓,✓
731,편육,냉장,0~4℃,3~5일,삶은 고기. 빠른 섭취,초간장 / 새우젓 / 겨자,-,수육 / 편육,✓,✓
732,포카치아,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 2~3일 / 냉동 1~2개월,올리브유 많아 산패 주의,올리브유 / 로즈마리 / 토마토,-,베이킹 / 샌드위치,✓,✓
733,포터하우스,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,대형 T본 스테이크. 진공포장 시 냉장 2주,소금 / 마늘 / 버터,-,스테이크 / 그릴,✓,✓
734,포트와인,실온(미개봉)/냉장(개봉 후),실온 / 냉장 0~10℃,미개봉 장기 / 개봉 후 냉장 1~2개월,주정강화 와인. 스타일별 다름,치즈 / 다크초콜릿 / 디저트,-,음용 / 소스,✓,✓
735,폰즈소스,실온/냉장,실온 / 개봉 후 냉장,개봉 후 냉장 3~6개월,개봉 후 냉장,샤브샤브 / 회 / 두부,-,소스 / 찍먹,✓,✓
736,표고버섯가루,실온/냉장,밀폐 건냉소 / 냉장,실온 6개월 / 냉장 1년,밀폐 필수. 습기 주의,국물 요리 / 양념 / 나물,-,양념 / 간,✓,✓
737,푸실리,실온,밀폐 건냉소,건면 실온 1~2년,나선 모양 건면,파스타샐러드 / 페스토 / 토마토소스,-,삶기 / 샐러드,✓,✓
738,프로슈토,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,이탈리아 생햄. 염분 많아 저장성 있음. 밀봉 보관,멜론 / 루꼴라 / 모짜렐라,-,샤퀴테리 / 피자,✓,✓
739,플레인요거트,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,밀봉 보관,과일 / 꿀 / 그래놀라,-,디저트 / 드레싱,✓,✓
740,피쉬소스,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 2~3년 / 개봉 후 냉장 1년,동남아식 액젓. 개봉 후 냉장 권장,쌀국수 / 팟타이 / 태국식 샐러드,-,양념 / 소스,✓,✓
741,피자 도우,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 2~3개월,생 반죽. 냉장 시 발효 계속,토마토소스 / 모짜렐라 / 바질,-,피자,✓,✓
742,피칸,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 6개월 / 냉동 1~2년,지방 많아 산패 빠름. 냉장 필수,메이플시럽 / 브라운슈가 / 캔디,-,베이킹 / 파이,✓,✓
743,피타브레드,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 2~3일 / 냉동 2~3개월,소분 냉동 권장,훔무스 / 팔라펠 / 채소,-,샌드위치 / 딥,✓,✓
744,하드 타코 쉘,실온,밀폐 건냉소,개봉 전 유통기한 / 개봉 후 1~2주,밀폐 보관,다진 소고기 / 치즈 / 살사 / 양상추,-,타코,✓,✓
745,하몽,냉장,0~4℃ / 통햄은 실온 가능(서늘한 곳),슬라이스 냉장 1~2주 / 통햄 원형 유지 시 2개월+,스페인 생햄. 염분 많음. 잘라낸 단면에 올리브유 도포 가능,멜론 / 바게트 / 치즈 / 와인,-,샤퀴테리,✓,✓
746,한천가루,실온,밀폐 건냉소,2~3년,밀폐 필수,양갱 / 젤리 / 무스,-,굳히기 / 디저트,✓,✓
747,할루미치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1주 / 진공 시 2주,키프로스 치즈. 밀봉 보관,올리브유 / 레몬 / 샐러드,-,구이 / 샐러드,✓,✓
748,핫도그 번,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,소분 냉동 권장,소시지 / 머스타드 / 케찹,-,핫도그,✓,✓
749,핫케이크가루,실온,밀폐 건냉소,개봉 전 1~2년 / 개봉 후 6개월,밀폐 필수,우유 / 계란 / 버터 / 메이플시럽,-,팬케이크 / 와플,✓,✓
750,해바라기씨,실온/냉장,실온 밀폐 / 냉장,실온 3개월 / 냉장 6~12개월,밀폐 필수,샐러드 / 요거트 / 베이킹,-,토핑 / 베이킹,✓,✓
751,해삼,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 2~3개월,회용은 당일 섭취. 손질 후 소분 냉동,오이 / 초고추장 / 미역,-,회 / 냉채,✓,✓
752,해선장,냉장,0~10℃,개봉 전 유통기한 / 개봉 후 냉장 6개월~1년,중국식 달콤한 장. 개봉 후 냉장,페킹덕 / 볶음 / 바비큐 양념,-,소스 / 양념,✓,✓
753,햄버거 번,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,소분 냉동 권장,소고기 패티 / 양상추 / 토마토 / 치즈,-,햄버거,✓,✓
754,햄프씨드,냉장,0~4℃,6~12개월,지방 많아 산패 빠름. 냉장 권장,샐러드 / 스무디 / 요거트,-,토핑,✓,✓
755,현미식초,실온,건냉소,개봉 후 2년,산도 높아 저장성 좋음,초밥 / 드레싱 / 피클,-,드레싱 / 절임,✓,✓
756,호밀가루,실온/냉장,실온 건냉소 / 냉장,실온 3~6개월 / 냉장 1년,밀폐 필수,밀가루 / 캐러웨이씨 / 이스트,-,베이킹 / 빵,✓,✓
757,호밀빵,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,호밀은 저장성 좋음,버터 / 햄 / 치즈 / 훈제연어,-,샌드위치 / 토스트,✓,✓
758,호박씨,실온/냉장,실온 밀폐 / 냉장,실온 3개월 / 냉장 6~12개월,밀폐 필수,샐러드 / 요거트 / 베이킹,-,토핑 / 볶음,✓,✓
759,혼다시,실온,밀폐 건냉소,개봉 전 유통기한 / 개봉 후 1년,일본식 가쓰오부시 조미료. 밀폐 필수,된장국 / 우동 육수 / 다시마키,-,국물 베이스,✓,✓
760,홀스래디쉬,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 3~4개월,서양식 매운 뿌리 소스. 개봉 후 냉장,로스트비프 / 블러디메리 / 새우칵테일,-,소스 / 양념,✓,✓
761,홀토마토,실온/냉장,실온 / 개봉 후 냉장,통조림 개봉 전 2~3년 / 개봉 후 냉장 5~7일,개봉 후 다른 용기에 옮겨 냉장,파스타소스 / 스튜 / 수프,-,소스 / 수프,✓,✓
762,홍게간장,냉장,0~4℃,개봉 후 냉장 1~2개월,게장 양념. 개봉 후 냉장,밥 / 파스타 / 덮밥,-,비빔 / 양념,✓,✓
763,화유,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 후 3~6개월,중국식 매운 기름. 기름 산패 주의,중화볶음 / 마라 / 국물 마무리,-,향 내기 / 볶음,✓,✓
764,화이트와인,실온(저장고) / 냉장(개봉 후),7~10℃ / 냉장 0~4℃,미개봉 3~5년 / 개봉 후 2~3일,탄닌 적어 산화 빠름. 개봉 후 냉장 필수,해산물 / 치즈 / 파스타,-,음용 / 요리,✓,✓
765,훈제연어,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,개봉 전 냉장 7~14일 / 개봉 후 2~3일 / 냉동 2개월,개봉 후 빠른 섭취 권장. 재냉동 금지,크림치즈 / 케이퍼 / 레몬,-,샌드위치 / 샐러드,✓,✓
766,훈제파프리카가루,실온,밀폐 건냉소,1~2년,밀폐 필수,파에야 / 감자 / 스페인식 요리,-,시즈닝,✓,✓
767,휘낭시에,실온/냉장,실온 건냉소 / 냉장,실온 3~5일 / 냉장 1주,버터 많은 구움과자,커피 / 홍차 / 아이스크림,-,베이킹,✓,✓
768,흑임자드레싱,냉장,0~4℃,개봉 후 냉장 1~2개월,개봉 후 냉장,샐러드 / 튀김 샐러드,-,드레싱,✓,✓
769,흰강낭콩,실온,밀폐 건냉소,건조 실온 1~2년,밀폐 보관. 카넬리니 빈이라고도 함,수프 / 칠리 / 스튜,-,수프 / 스튜,✓,✓
